QNP_obs
-3.351459527
-1.615241764
-2.431726308
-2.21769476
-2.956293713
-8.009030112
-8.872797026
-3.725116839
-2.297261464
-6.896851252
-4.996819402
-3.640596104
1.404956203
-6.082728703
-4.935937275
-4.29932959
-5.846263501
-5.746482103
1.379702716
-5.087132875
-6.723439367
-6.182793058
-7.100863346
-3.20076797
-5.674023607
-4.483617439
-6.483267398
-0.866389983
-10.71445839
-8.977285383
-1.668510751
-4.591193684
-7.378993153
-7.960298131
-8.963977339
-3.031773839
-4.205521594
-2.902769152
-10.42702003
-5.046732052
-6.773271639
-7.20772566
-4.507037473
-8.894871233
1.384774281
-6.515185227
-5.945567437
-11.3992331
-13.11992142
-3.630209468
0.125479729
-7.240275778
-8.721785585
1.542817347
-10.58357596
-0.517762933
-6.205109339
-2.884185149
-9.599989781
-9.305015268
0.122436146
-9.571282451
-7.307506829
-8.759996889
0.094803238
-9.182424641
-6.170286956
1.109156446
0.404265068
-0.755712549
-10.33003226
-8.272702609
0.921837648
-6.68493977
-5.574771121
-5.90122175
-8.770315293
-0.876684293
-7.36943409
-7.952187009
-6.576613714
-0.979510088
-5.291333849
-6.515597754
1.749711052
-10.45200384
-9.129078367
-3.268495101
-5.545051494
0.909325377
-4.63791176
-6.319689087
-5.633521956
0.065553673
-7.707931912
-5.375513303
-7.343670319
-6.679413557
-1.736415324
-3.626255791
-5.268390192
-3.787000028
-5.996238229
-1.561069663
-7.747736617
-6.457186943
-3.002504735
-5.713162472
-0.904477324
-4.011284627
-5.553683805
-10.5882278
-5.74288347
-2.561318013
-9.084685008
-7.237544211
-0.703373822
-5.4763097
-5.722074571
-10.36697982
-0.198741977
-7.259495208
1.18133446
-6.27667851
-5.224274283
-4.057746695
-2.643634955
-7.630637828
-0.731814599
-9.256468573
-0.434021528
-7.308715964
-2.303500958
-6.517111079
-2.553132678
-7.696104199
1.474263879
-8.749722457
0.996652899
-2.946394313
-7.668352927
-4.407253617
-7.829032631
-3.945431989
-2.71076531
1.225950944
1.089980137
-7.625968426
-3.233555504
-7.418718193
-5.941260048
-11.67247705
-3.42927053
-5.794475693
0.812408689
-5.332449614
-6.47395224
-2.953691722
-1.569114238
-6.021499913
-4.06603529
-3.757401366
-6.257995552
-6.344010799
-5.423348399
1.521143471
-5.59423171
-8.647867593
-7.199665258
0.629531619
-7.192589643
1.164959936
-1.488205113
-5.051809578
-3.798830538
-6.041045334
-11.44618262
-11.43778022
-3.359276513
-0.466734445
-5.236647536
2.052185997
0.529504402
0.695209513
-9.999835267
-3.225540544
-3.292387273
-3.043138075
-0.07541971
0.422941652
-1.458313984
-8.30583741
-4.849630147
0.021994218
-7.81553034
-4.013683312
-5.03761732
2.051390872
1.646922909
-5.82110388
-0.200935183
-3.171322431
-4.912558143
-6.047749462
-6.09345871
-11.82885203
-8.704581602
-4.380964218
-10.00607753
-4.956309673
-2.563011483
-8.902139208
0.91085436
-8.073015447
-1.343321221
-10.95352951
-6.609054047
-2.158649754
1.572500178
0.936580047
-1.424635769
-5.373252529
-7.013310751
-4.726891125
-8.848151337
-6.058721133
-8.460378969
-2.620520407
-6.08593038
-4.853149724
-6.874093025
-5.667727673
-3.171472825
-4.352077358
-4.589711462
-1.3242348
-1.24118151
-4.692679885
-10.96950631
-7.328765584
-9.767297808
-6.209815504
-2.076888127
-5.830934068
1.41807276
-6.495347126
-2.097345985
-5.861522448
-5.348570272
-8.33976999
-5.521766242
-3.366078806
-6.151334767
0.27718394
-8.40389125
-7.442821886
-5.934919333
-4.509038486
-10.68778006
-7.528571503
-7.725670496
-8.345527091
-8.727046119
1.520283163
-8.336258738
-0.810301113
-3.644379338
-1.101622536
-6.149164248
-4.799752098
-5.162405352
-1.093551287
-1.454014313
-6.876062097
1.904359878
0.851242854
-7.294651599
-5.156663019
-7.339576554
-3.970353202
0.598416461
-2.056275063
-2.330484461
-6.799994361
0.094803238
-3.082100586
-1.425634835
-9.971309807
-1.831872259
-1.261584341
-5.58523725
-2.330871671
-8.797273959
-5.682392169
-3.589605121
-9.59731814
-4.764784386
-1.416730504
-3.656366659
-5.841690404
-6.877375853
0.094803238
-8.752001882
-4.298290541
0.746881525
1.472169985
-6.85743122
-4.592725114
-8.152651125
-2.284388357
-3.905976967
-2.618101931
2.2025009
-5.953902229
-5.597893013
-1.996367866
-3.995552511
-6.161304641
-9.208846221
-5.741409117
-8.606376495
-5.9511199
-5.685517815
-8.245242356
-7.130504778
-3.426139718
-7.847764275
-7.58118171
-3.638434873
-7.824692837
0.749827923
1.105652745
1.102731076
-6.419219772
-9.455531232
-7.522111024
-4.97470344
-5.016513663
-9.224465991
-5.134077195
-7.774009136
-6.719328342
-4.944293192
-7.811216602
-2.821455146
-6.785646576
-0.795800915
1.42012698
-10.83482321
-2.288469368
-8.500742193
-8.332115875
-2.675720008
-6.696789476
-7.015065094
-3.173147054
-4.356545285
-1.082649361
-1.305303656
0.194226417
-10.55276387
-8.539023564
-4.289485772
-8.853694673
-4.473122392
-4.046127831
-7.09247027
-1.383776132
-4.981561653
1.906519108
-1.644915938
-6.556863797
-4.733547026
-8.411784147
-4.482632057
-0.724490565
-8.701229972
-5.931756903
-12.874637
-1.657980814
-11.25393215
-4.589759255
-8.117270304
-6.911662394
-8.884411194
-4.064622079
-3.752449533
-4.181731898
1.697534405
-8.515498538
-7.285459265
1.399314144
1.319574146
-2.467356913
0.632761622
-10.98646974
-7.137003956
0.412501999
-8.386880547
-3.607306924
-7.059049243
-12.11276103
-6.483267398
-4.355882587
-4.481826277
-11.00804434
-9.59464928
-7.290849986
2.459395981
-6.744119588
-3.575550585
-7.824437817
-8.070455403
-5.564950353
-3.579520324
-7.944104841
-0.857864858
-6.760970967
-1.37965918
-7.982617798
1.962853475
-1.313276212
2.062463054
-2.301802326
1.750872178
-8.523774832
-7.056004595
-10.11256268
-2.521701616
-2.906374413
-4.211676679
-1.836480998
-4.926278781
-5.795802893
-9.378416129
-3.771701056
-1.798318611
-7.963279502
-7.131617506
-8.859250694
-7.311136279
0.35801837
-5.69501636
-9.098664191
-7.82316315
1.652469253
-0.567761727
-5.49659638
-1.926128145
-10.06548752
-6.527736481
-1.067558864
-2.277740196
-9.512749556
-6.737509804
-9.108320938
2.44435345
-1.399601151
-5.643629875
-2.580045883
-1.569466689
-6.90000431
-9.572868886
-4.170449216
-8.707191664
-5.349536199
-6.251245735
-7.896999505
-7.137375941
-9.5189571
-7.222776423
-3.005985429
-6.185117869
-5.064094471
-5.00437698
-6.585422389
0.69152083
-10.5975552
-2.226029505
-1.079260868
-0.221286572
-9.239256808
-2.872229165
-2.126826206
-2.6135391
0.843452974
-7.27829267
-0.136240158
-2.50927157
-2.98002072
-2.220823849
1.063895121
